order_id,order_datetime,order_date,order_hour,day_of_week,day_type,is_peak_hour,store_id,store_name,store_area,store_lat,store_lon,customer_lat,customer_lon,distance_km,num_items,order_value,delivery_charge,total_amount,prep_time_mins,delivery_time_mins,delivery_status,customer_rating,payment_method
ORD010508,2024-12-17 19:21:23,2024-12-17,19,Tuesday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.98633,80.22449,1.31,4,1060,0,1060,3.9,10.4,Delivered,4.2,Card
ORD010509,2025-01-27 19:45:13,2025-01-27,19,Monday,Weekday,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.946168,80.131151,2.61,3,560,0,560,3.6,18.1,Cancelled,,UPI
ORD010510,2024-11-18 16:00:20,2024-11-18,16,Monday,Weekday,0,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.028531,80.264483,2.55,3,500,0,500,3.5,11.2,Delayed,2.5,UPI
ORD010511,2024-11-12 20:58:01,2024-11-12,20,Tuesday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,13.001412,80.23978,3.58,5,278,0,278,3.7,25.0,Delivered,4.1,UPI
ORD010512,2024-11-09 09:03:30,2024-11-09,9,Saturday,Weekend,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.024078,80.227852,2.09,2,215,0,215,3.6,13.3,Delivered,4.1,UPI
ORD010513,2025-01-06 14:02:45,2025-01-06,14,Monday,Weekday,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.948018,80.221369,2.89,5,705,0,705,3.2,15.5,Delayed,2.7,UPI
ORD010514,2024-12-17 19:32:43,2024-12-17,19,Tuesday,Weekday,1,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.892958,80.245504,2.15,5,550,0,550,3.3,21.9,Delayed,2.9,UPI
ORD010515,2024-11-07 05:09:00,2024-11-07,5,Thursday,Weekday,0,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.914619,80.100838,3.1,1,28,25,53,4.1,13.3,Delayed,3.1,UPI
ORD010516,2024-12-04 21:47:50,2024-12-04,21,Wednesday,Weekday,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.036034,80.218446,1.85,6,568,0,568,1.9,11.6,Delivered,4.8,UPI
ORD010517,2024-11-27 22:34:23,2024-11-27,22,Wednesday,Weekday,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.955754,80.263325,2.24,3,293,0,293,2.3,10.4,Delivered,4.2,Card
ORD010518,2024-11-27 02:59:53,2024-11-27,2,Wednesday,Weekday,0,DS011,Vadapalani Hub,Vadapalani,13.0502,80.2121,13.06346,80.207242,1.57,2,467,0,467,3.4,9.2,Delivered,4.9,UPI
ORD010519,2025-01-23 14:10:14,2025-01-23,14,Thursday,Weekday,0,DS004,Adyar Hub,Adyar,13.0067,80.2572,12.990924,80.255711,1.76,1,25,25,50,3.7,7.6,Delivered,5.0,UPI
ORD010520,2024-11-18 08:17:51,2024-11-18,8,Monday,Weekday,1,DS012,Thiruvanmiyur Hub,Thiruvanmiyur,12.983,80.2595,12.968207,80.244513,2.34,2,122,25,147,3.7,12.4,Delivered,4.3,UPI
ORD010521,2024-12-02 19:13:23,2024-12-02,19,Monday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.954617,80.246086,3.57,2,100,25,125,2.8,28.5,Delayed,2.7,Card
ORD010522,2025-01-27 21:48:28,2025-01-27,21,Monday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.993841,80.243724,3.26,3,225,0,225,2.5,19.0,Delivered,3.2,UPI
ORD010523,2025-01-11 22:06:01,2025-01-11,22,Saturday,Weekend,0,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.896134,80.11758,3.17,2,180,25,205,2.2,8.4,Delivered,4.9,Card
ORD010524,2024-11-18 11:27:11,2024-11-18,11,Monday,Weekday,0,DS011,Vadapalani Hub,Vadapalani,13.0502,80.2121,13.072247,80.222014,2.68,3,215,0,215,3.5,12.0,Delivered,4.1,Cash on Delivery
ORD010525,2024-11-07 07:05:10,2024-11-07,7,Thursday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.9622,80.249482,0.63,2,300,0,300,3.2,7.1,Delivered,4.8,UPI
ORD010526,2025-01-24 18:27:04,2025-01-24,18,Friday,Weekday,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.971003,80.270448,3.15,4,290,0,290,3.6,25.3,Delayed,3.3,UPI
ORD010527,2024-12-05 12:10:29,2024-12-05,12,Thursday,Weekday,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.923589,80.122249,0.59,1,140,25,165,3.7,6.0,Delivered,4.6,UPI
ORD010528,2024-11-20 11:04:25,2024-11-20,11,Wednesday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.992807,80.233324,2.39,3,1150,0,1150,3.2,8.6,Delivered,4.5,Cash on Delivery
ORD010529,2024-11-08 13:54:56,2024-11-08,13,Friday,Weekday,1,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.885799,80.223027,1.77,6,1150,0,1150,3.4,6.9,Delivered,4.7,Card
ORD010530,2025-01-13 12:52:13,2025-01-13,12,Monday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.949155,80.2514,1.57,5,395,0,395,3.3,8.4,Delivered,4.9,UPI
ORD010531,2024-11-16 15:23:41,2024-11-16,15,Saturday,Weekend,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.955428,80.219199,2.81,3,77,25,102,2.7,11.8,Delivered,4.1,Card
ORD010532,2024-12-11 08:49:02,2024-12-11,8,Wednesday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.937478,80.257194,3.01,3,415,0,415,4.0,24.3,Delivered,3.3,Cash on Delivery
ORD010533,2024-11-12 12:57:34,2024-11-12,12,Tuesday,Weekday,1,DS008,Mylapore Hub,Mylapore,13.0339,80.2619,13.046387,80.27406,1.93,2,125,25,150,3.9,8.3,Delivered,4.6,UPI
ORD010534,2024-12-13 16:37:37,2024-12-13,16,Friday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.956652,80.195338,3.52,6,435,0,435,4.0,18.4,Delivered,3.2,UPI
ORD010535,2024-12-05 07:03:08,2024-12-05,7,Thursday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.962031,80.244739,2.98,2,155,25,180,1.9,19.2,Delivered,3.9,UPI
ORD010536,2025-01-25 20:23:14,2025-01-25,20,Saturday,Weekend,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.972557,80.217084,0.53,3,392,0,392,2.5,5.1,Delivered,4.7,Card
ORD010537,2024-11-26 15:43:02,2024-11-26,15,Tuesday,Weekday,0,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.094566,80.211276,0.8,1,235,0,235,3.3,5.3,Delivered,5.0,UPI
ORD010538,2025-01-09 09:56:33,2025-01-09,9,Thursday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.993078,80.238099,2.75,3,232,0,232,2.5,18.3,Delivered,3.8,UPI
ORD010539,2024-12-07 21:00:50,2024-12-07,21,Saturday,Weekend,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.952041,80.22043,2.55,6,695,0,695,2.5,13.7,Delivered,4.1,UPI
ORD010540,2024-12-03 12:13:49,2024-12-03,12,Tuesday,Weekday,1,DS012,Thiruvanmiyur Hub,Thiruvanmiyur,12.983,80.2595,12.956644,80.275849,3.44,3,410,0,410,3.5,10.5,Delivered,4.1,UPI
ORD010541,2025-01-12 22:23:08,2025-01-12,22,Sunday,Weekend,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.975337,80.217886,0.37,3,450,0,450,3.3,3.0,Delivered,4.7,Card
ORD010542,2024-12-18 21:43:17,2024-12-18,21,Wednesday,Weekday,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.098738,80.203964,1.32,4,440,0,440,2.9,10.0,Delivered,4.8,UPI
ORD010543,2024-12-12 18:36:14,2024-12-12,18,Thursday,Weekday,0,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.112818,80.186224,3.73,4,587,0,587,2.5,29.7,Delayed,3.1,UPI
ORD010544,2024-11-23 18:57:12,2024-11-23,18,Saturday,Weekend,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.943121,80.250653,2.13,2,410,0,410,4.0,14.4,Delivered,4.7,UPI
ORD010545,2025-01-24 19:16:03,2025-01-24,19,Friday,Weekday,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.02388,80.231613,2.01,2,145,25,170,3.0,14.9,Delivered,4.1,Card
ORD010546,2024-12-29 22:57:39,2024-12-29,22,Sunday,Weekend,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.988367,80.224226,1.52,4,445,0,445,3.6,6.3,Delivered,5.0,UPI
ORD010547,2024-12-20 17:54:08,2024-12-20,17,Friday,Weekday,0,DS008,Mylapore Hub,Mylapore,13.0339,80.2619,13.01258,80.255503,2.47,3,155,25,180,2.6,11.5,Delivered,4.2,UPI
ORD010548,2024-11-03 06:45:33,2024-11-03,6,Sunday,Weekend,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.973627,80.244095,1.39,2,220,0,220,3.2,7.4,Delivered,4.8,Cash on Delivery
ORD010549,2025-01-08 17:16:38,2025-01-08,17,Wednesday,Weekday,0,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.924013,80.132011,0.52,1,135,25,160,2.7,6.0,Delivered,4.9,UPI
ORD010550,2024-12-28 16:39:07,2024-12-28,16,Saturday,Weekend,0,DS009,Porur Hub,Porur,13.0358,80.1559,13.015985,80.132315,3.42,3,215,0,215,2.5,12.7,Delivered,4.2,Cash on Delivery
ORD010551,2025-01-22 20:47:58,2025-01-22,20,Wednesday,Weekday,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.06221,80.231045,2.29,2,110,25,135,3.6,21.4,Delivered,3.8,Cash on Delivery
ORD010552,2024-11-12 21:29:42,2024-11-12,21,Tuesday,Weekday,1,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.89529,80.220772,1.01,2,255,0,255,2.5,7.2,Delivered,4.8,UPI
ORD010553,2024-11-07 16:07:45,2024-11-07,16,Thursday,Weekday,0,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.023864,80.232768,2.0,4,460,0,460,2.7,11.5,Delivered,4.8,UPI
ORD010554,2024-12-27 12:54:01,2024-12-27,12,Friday,Weekday,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.934496,80.154485,3.26,2,135,25,160,2.9,11.2,Delivered,4.4,Cash on Delivery
ORD010555,2024-11-04 13:05:39,2024-11-04,13,Monday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.017041,80.231991,3.02,3,525,0,525,1.8,13.0,Delivered,4.3,UPI
ORD010556,2024-11-16 13:10:23,2024-11-16,13,Saturday,Weekend,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.909163,80.126667,1.53,2,142,25,167,3.7,7.5,Delivered,5.0,UPI
ORD010557,2024-11-07 12:57:23,2024-11-07,12,Thursday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.995514,80.238695,2.99,3,100,25,125,1.9,12.4,Delivered,4.5,Card
ORD010558,2025-01-14 09:34:06,2025-01-14,9,Tuesday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.953682,80.269563,2.97,2,139,25,164,3.2,19.9,Delayed,3.2,Cash on Delivery
ORD010559,2024-12-09 12:14:08,2024-12-09,12,Monday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.981348,80.23169,1.36,4,340,0,340,2.6,9.2,Delivered,5.0,UPI
ORD010560,2025-01-25 14:16:49,2025-01-25,14,Saturday,Weekend,0,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.041529,80.221544,1.39,3,666,0,666,3.3,7.6,Delivered,4.6,UPI
ORD010561,2024-12-03 12:57:05,2024-12-03,12,Tuesday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.95974,80.231128,1.43,1,360,0,360,2.4,9.8,Delivered,5.0,UPI
ORD010562,2024-11-18 20:50:21,2024-11-18,20,Monday,Weekday,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.092498,80.235446,3.01,2,49,25,74,2.5,18.3,Delayed,2.7,Card
ORD010563,2024-12-10 19:51:14,2024-12-10,19,Tuesday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.950991,80.242195,3.54,2,275,0,275,2.9,22.7,Delivered,3.4,Card
ORD010564,2025-01-06 17:39:10,2025-01-06,17,Monday,Weekday,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.973228,80.258104,2.07,4,510,0,510,3.6,10.2,Delayed,2.7,Cash on Delivery
ORD010565,2024-12-03 23:06:57,2024-12-03,23,Tuesday,Weekday,0,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.069497,80.209853,2.04,2,94,25,119,3.0,7.3,Delivered,4.6,UPI
ORD010566,2025-01-11 22:50:05,2025-01-11,22,Saturday,Weekend,0,DS011,Vadapalani Hub,Vadapalani,13.0502,80.2121,13.059195,80.191432,2.5,5,875,0,875,2.9,9.4,Delivered,4.7,UPI
ORD010567,2024-12-16 22:35:46,2024-12-16,22,Monday,Weekday,0,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.016514,80.231324,3.07,5,585,0,585,2.9,13.0,Delivered,4.6,Card
ORD010568,2024-12-12 21:23:23,2024-12-12,21,Thursday,Weekday,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.905376,80.114469,2.42,4,180,25,205,2.9,10.9,Delivered,4.4,UPI
ORD010569,2024-11-11 14:31:10,2024-11-11,14,Monday,Weekday,0,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.009819,80.274301,1.93,8,525,0,525,2.3,9.2,Delivered,4.5,UPI
ORD010570,2024-12-26 07:24:24,2024-12-26,7,Thursday,Weekday,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.06515,80.203137,2.59,2,306,0,306,3.1,16.9,Delivered,3.3,UPI
ORD010571,2025-01-08 17:56:06,2025-01-08,17,Wednesday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.993338,80.244924,3.33,2,470,0,470,1.9,19.8,Delivered,4.1,UPI
ORD010572,2025-01-13 12:01:31,2025-01-13,12,Monday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,12.988098,80.272734,2.69,2,172,25,197,2.4,12.8,Delivered,4.7,Card
ORD010573,2024-11-30 20:41:39,2024-11-30,20,Saturday,Weekend,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.023831,80.238889,2.78,2,525,0,525,2.5,19.1,Delayed,2.8,UPI
ORD010574,2024-12-09 08:29:27,2024-12-09,8,Monday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.986941,80.263163,3.58,3,250,0,250,3.6,28.5,Delayed,2.7,UPI
ORD010575,2024-12-21 21:20:37,2024-12-21,21,Saturday,Weekend,1,DS012,Thiruvanmiyur Hub,Thiruvanmiyur,12.983,80.2595,12.974791,80.263421,1.01,8,900,0,900,3.5,8.6,Delivered,4.7,UPI
ORD010576,2024-11-30 06:10:50,2024-11-30,6,Saturday,Weekend,0,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.893395,80.226366,0.86,1,42,25,67,2.2,6.5,Delivered,4.9,UPI
ORD010577,2024-12-21 08:39:44,2024-12-21,8,Saturday,Weekend,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.949457,80.103124,4.0,7,1160,0,1160,2.9,22.4,Delivered,3.7,UPI
ORD010578,2025-01-26 21:11:09,2025-01-26,21,Sunday,Weekend,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.100714,80.214655,1.58,3,126,25,151,2.1,9.9,Delivered,4.7,UPI
ORD010579,2024-12-17 20:50:49,2024-12-17,20,Tuesday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.019656,80.27884,2.8,4,330,0,330,4.0,18.6,Delivered,4.0,UPI
ORD010580,2025-01-15 09:40:45,2025-01-15,9,Wednesday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.997429,80.209245,2.82,2,140,25,165,3.4,18.5,Delivered,4.1,UPI
ORD010581,2024-12-09 18:13:41,2024-12-09,18,Monday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.957787,80.247338,3.47,2,130,25,155,3.4,21.3,Delivered,4.0,UPI
ORD010582,2024-12-03 23:58:03,2024-12-03,23,Tuesday,Weekday,0,DS006,Nungambakkam Hub,Nungambakkam,13.0569,80.2425,13.051016,80.239356,0.74,1,35,25,60,2.8,6.9,Delivered,4.8,UPI
ORD010583,2024-12-11 18:11:16,2024-12-11,18,Wednesday,Weekday,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.98237,80.222953,3.31,1,145,25,170,2.9,22.8,Delivered,3.7,UPI
ORD010584,2024-11-04 10:20:59,2024-11-04,10,Monday,Weekday,0,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.060158,80.254725,3.06,3,300,0,300,2.0,15.6,Delivered,3.4,UPI
ORD010585,2024-11-06 11:25:12,2024-11-06,11,Wednesday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.999179,80.229924,2.85,1,48,25,73,4.0,13.2,Delivered,4.3,UPI
ORD010586,2024-11-19 10:19:16,2024-11-19,10,Tuesday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.985658,80.243664,2.76,4,342,0,342,2.2,18.6,Delivered,3.8,Card
ORD010587,2024-11-07 07:54:54,2024-11-07,7,Thursday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.981351,80.22283,3.24,2,170,25,195,4.1,19.0,Delayed,3.1,UPI
ORD010588,2025-01-08 13:12:05,2025-01-08,13,Wednesday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.950625,80.23068,1.87,5,1120,0,1120,2.0,9.4,Delivered,4.7,UPI
ORD010589,2025-01-15 20:51:22,2025-01-15,20,Wednesday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.017014,80.273986,2.19,1,200,0,200,2.2,14.2,Delivered,4.8,UPI
ORD010590,2024-11-09 10:51:16,2024-11-09,10,Saturday,Weekend,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.977292,80.204581,1.86,2,110,25,135,3.4,10.4,Delivered,4.4,UPI
ORD010591,2025-01-06 11:24:06,2025-01-06,11,Monday,Weekday,0,DS006,Nungambakkam Hub,Nungambakkam,13.0569,80.2425,13.037842,80.237758,2.18,1,130,25,155,3.7,10.7,Delivered,4.0,UPI
ORD010592,2024-11-14 17:41:05,2024-11-14,17,Thursday,Weekday,0,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.881465,80.220063,2.34,1,14,25,39,2.3,10.9,Delivered,4.7,Card
ORD010593,2024-12-06 06:41:59,2024-12-06,6,Friday,Weekday,0,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.925828,80.10258,2.79,4,220,0,220,2.3,9.0,Delivered,4.6,Cash on Delivery
ORD010594,2024-11-08 14:55:17,2024-11-08,14,Friday,Weekday,0,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.01668,80.249415,1.4,1,56,25,81,2.9,6.3,Delivered,4.6,UPI
ORD010595,2024-12-10 19:08:28,2024-12-10,19,Tuesday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.945401,80.270161,3.4,1,45,25,70,4.1,25.5,Delayed,3.0,UPI
ORD010596,2025-01-17 08:02:14,2025-01-17,8,Friday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.957319,80.224196,2.23,1,55,25,80,3.2,14.3,Delivered,4.6,Card
ORD010597,2024-11-12 12:35:23,2024-11-12,12,Tuesday,Weekday,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.093774,80.20454,0.81,6,606,0,606,2.0,6.5,Delivered,4.6,Card
ORD010598,2025-01-22 21:02:42,2025-01-22,21,Wednesday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.956919,80.231093,2.29,1,185,25,210,3.5,12.8,Delivered,4.3,UPI
ORD010599,2024-11-01 16:14:17,2024-11-01,16,Friday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.986607,80.206913,2.04,4,255,0,255,1.9,10.7,Delivered,4.2,UPI
ORD010600,2025-01-13 08:19:49,2025-01-13,8,Monday,Weekday,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.91659,80.126552,0.71,5,569,0,569,2.4,6.7,Delivered,4.6,UPI
ORD010601,2025-01-06 13:52:27,2025-01-06,13,Monday,Weekday,1,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.918093,80.242066,2.46,1,150,25,175,1.9,11.0,Delivered,4.2,Cash on Delivery
ORD010602,2024-11-22 20:38:48,2024-11-22,20,Friday,Weekday,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.931634,80.1056,2.62,1,14,25,39,3.8,15.2,Delivered,4.0,Cash on Delivery
ORD010603,2025-01-27 06:18:16,2025-01-27,6,Monday,Weekday,0,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.900883,80.223846,0.45,1,195,25,220,2.7,3.7,Delivered,4.7,Card
ORD010604,2024-11-05 18:04:26,2024-11-05,18,Tuesday,Weekday,0,DS004,Adyar Hub,Adyar,13.0067,80.2572,12.984106,80.267656,2.76,3,365,0,365,4.2,13.9,Delivered,4.0,UPI
ORD010605,2025-01-16 08:25:32,2025-01-16,8,Thursday,Weekday,1,DS008,Mylapore Hub,Mylapore,13.0339,80.2619,13.033885,80.238578,2.59,3,175,25,200,3.4,17.5,Delivered,3.7,Card
ORD010606,2025-01-14 19:57:39,2025-01-14,19,Tuesday,Weekday,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.074501,80.191858,2.38,2,120,25,145,3.1,18.8,Delivered,4.3,UPI
ORD010607,2025-01-11 19:11:36,2025-01-11,19,Saturday,Weekend,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.052209,80.243178,1.53,2,590,0,590,2.3,11.1,Delivered,4.0,Card
ORD010608,2024-12-18 09:15:25,2024-12-18,9,Wednesday,Weekday,1,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.904318,80.215504,1.42,3,380,0,380,3.9,10.8,Delivered,4.6,UPI
ORD010609,2025-01-12 14:48:53,2025-01-12,14,Sunday,Weekend,0,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.060177,80.211839,3.2,1,285,0,285,3.9,11.7,Delivered,4.2,UPI
ORD010610,2024-11-05 18:23:31,2024-11-05,18,Tuesday,Weekday,0,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.891348,80.224671,1.13,1,90,25,115,3.0,10.4,Delivered,4.5,UPI
ORD010611,2025-01-13 20:29:46,2025-01-13,20,Monday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.981307,80.205483,1.88,2,90,25,115,2.8,13.7,Delayed,3.7,UPI
ORD010612,2025-01-03 09:10:23,2025-01-03,9,Friday,Weekday,1,DS012,Thiruvanmiyur Hub,Thiruvanmiyur,12.983,80.2595,12.982439,80.258099,0.3,3,232,0,232,3.0,4.1,Delivered,4.9,UPI
ORD010613,2025-01-21 15:20:16,2025-01-21,15,Tuesday,Weekday,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.958439,80.223313,2.3,4,455,0,455,2.5,11.0,Delivered,4.2,Card
ORD010614,2024-11-11 13:37:29,2024-11-11,13,Monday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.997507,80.212747,2.67,2,255,0,255,2.7,11.1,Delivered,4.6,UPI
ORD010615,2025-01-17 08:59:54,2025-01-17,8,Friday,Weekday,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.024075,80.255943,3.12,3,250,0,250,2.8,26.1,Delivered,3.6,UPI
ORD010616,2025-01-10 22:48:08,2025-01-10,22,Friday,Weekday,0,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.008316,80.276282,2.13,1,105,25,130,3.4,11.6,Delivered,4.1,UPI
ORD010617,2024-12-24 19:52:06,2024-12-24,19,Tuesday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.970483,80.222692,0.53,2,70,25,95,3.6,7.0,Delivered,4.5,Cash on Delivery
ORD010618,2025-01-25 06:12:11,2025-01-25,6,Saturday,Weekend,0,DS012,Thiruvanmiyur Hub,Thiruvanmiyur,12.983,80.2595,12.998585,80.274009,2.36,5,545,0,545,2.6,7.6,Delivered,5.0,UPI
ORD010619,2025-01-11 15:59:27,2025-01-11,15,Saturday,Weekend,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.952712,80.241337,0.97,2,70,25,95,2.0,6.5,Delivered,4.8,Card
ORD010620,2024-11-14 08:45:26,2024-11-14,8,Thursday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,12.986132,80.240651,2.93,1,20,25,45,3.5,20.7,Delivered,3.6,UPI
ORD010621,2025-01-13 20:45:52,2025-01-13,20,Monday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.96056,80.234042,2.15,3,157,25,182,2.0,12.5,Delivered,4.8,UPI
ORD010622,2024-12-17 21:46:44,2024-12-17,21,Tuesday,Weekday,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.073339,80.192738,2.39,5,915,0,915,4.1,11.7,Delivered,4.6,Card
ORD010623,2024-12-30 12:50:12,2024-12-30,12,Monday,Weekday,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.110664,80.219213,2.79,3,292,0,292,2.2,9.9,Delivered,4.7,UPI
ORD010624,2025-01-14 13:48:47,2025-01-14,13,Tuesday,Weekday,1,DS012,Thiruvanmiyur Hub,Thiruvanmiyur,12.983,80.2595,12.978104,80.247587,1.43,5,550,0,550,3.2,7.2,Delivered,5.0,Card
ORD010625,2024-11-25 14:44:27,2024-11-25,14,Monday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.96343,80.206218,2.1,8,742,0,742,3.6,9.9,Delivered,4.7,UPI
ORD010626,2025-01-11 19:36:38,2025-01-11,19,Saturday,Weekend,1,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.912846,80.234001,1.48,1,250,0,250,3.9,13.6,Delivered,4.8,UPI
ORD010627,2024-12-13 15:58:38,2024-12-13,15,Friday,Weekday,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.950397,80.256161,1.81,4,577,0,577,4.2,8.8,Delivered,5.0,UPI
ORD010628,2024-12-15 15:29:11,2024-12-15,15,Sunday,Weekend,0,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.927282,80.249458,3.77,3,580,0,580,2.8,14.8,Delivered,4.6,Card
ORD010629,2024-12-18 09:58:11,2024-12-18,9,Wednesday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.02252,80.255201,1.77,5,579,0,579,2.4,12.8,Delayed,3.5,UPI
ORD010630,2024-11-06 00:12:50,2024-11-06,0,Wednesday,Weekday,0,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.885854,80.238074,2.03,2,215,0,215,4.1,9.2,Delivered,4.8,Card
