inventory_id,store_id,store_area,store_demand_level,product_id,product_name,category,price,demand_frequency,storage_type,current_stock,optimal_stock,reorder_point,stock_status,avg_daily_sales,total_sold_90days,num_orders_90days,stockout_incidents,days_until_stockout,last_restock_date,inventory_value
INV00000514,DS002,Anna Nagar,High,P0224,Lizol Floor Cleaner 975ml,Cleaning & Household,185,Low,Ambient,3,5,3,Low Stock,0.2,18,14,2,15.0,2026-02-14,555
INV00000515,DS002,Anna Nagar,High,P0225,Harpic Toilet Cleaner 1L,Cleaning & Household,165,Medium,Ambient,2,5,3,Low Stock,0.27,24,21,1,7.4,2026-02-13,330
INV00000516,DS002,Anna Nagar,High,P0226,Domex Toilet Cleaner 1L,Cleaning & Household,135,High,Ambient,5,5,3,In Stock,0.67,60,52,0,7.5,2026-02-11,675
INV00000517,DS002,Anna Nagar,High,P0227,Colin Glass Cleaner 500ml,Cleaning & Household,155,Medium,Ambient,5,5,3,In Stock,0.27,24,21,2,18.5,2026-02-14,775
INV00000518,DS002,Anna Nagar,High,P0228,Surf Excel Matic 2kg,Cleaning & Household,365,Low,Ambient,5,5,3,In Stock,0.17,15,14,0,29.4,2026-02-09,1825
INV00000519,DS002,Anna Nagar,High,P0229,Ariel Matic 2kg,Cleaning & Household,395,Medium,Ambient,3,5,3,Low Stock,0.32,29,24,0,9.4,2026-02-14,1185
INV00000520,DS002,Anna Nagar,High,P0230,Tide Plus 2kg,Cleaning & Household,285,High,Ambient,5,5,3,In Stock,0.74,67,57,0,6.8,2026-02-11,1425
INV00000521,DS002,Anna Nagar,High,P0231,Comfort Fabric Conditioner 860ml,Cleaning & Household,195,Medium,Ambient,5,5,3,In Stock,0.19,17,15,0,26.3,2026-02-15,975
INV00000522,DS002,Anna Nagar,High,P0232,Rin Detergent Bar 250g,Cleaning & Household,35,Medium,Ambient,3,5,3,Low Stock,0.2,18,17,2,15.0,2026-02-11,105
INV00000523,DS002,Anna Nagar,High,P0233,Godrej aer Spray 240ml,Cleaning & Household,199,Low,Ambient,5,5,3,In Stock,0.21,19,16,1,23.8,2026-02-09,995
INV00000524,DS002,Anna Nagar,High,P0234,Good Knight Activ+ Refill 45ml,Cleaning & Household,115,High,Ambient,2,5,3,Low Stock,0.8,72,64,0,2.5,2026-02-10,230
INV00000525,DS002,Anna Nagar,High,P0235,All Out Refill 45ml,Cleaning & Household,95,High,Ambient,14,21,6,In Stock,0.0,0,0,0,999.0,2026-02-09,1330
INV00000526,DS002,Anna Nagar,High,P0236,Mortein Insect Spray 425ml,Cleaning & Household,225,Medium,Ambient,4,5,3,In Stock,0.36,32,29,1,11.1,2026-02-15,900
INV00000527,DS002,Anna Nagar,High,P0237,Hit Cockroach Killer 625ml,Cleaning & Household,245,High,Ambient,3,5,3,Low Stock,0.78,70,56,2,3.8,2026-02-11,735
INV00000528,DS002,Anna Nagar,High,P0238,Scotch Brite Scrub Pad 3pc,Cleaning & Household,75,High,Ambient,5,5,3,In Stock,0.5,45,39,0,10.0,2026-02-12,375
INV00000529,DS002,Anna Nagar,High,P0239,Savlon Handwash 750ml,Cleaning & Household,135,High,Ambient,3,5,3,Low Stock,0.77,69,59,0,3.9,2026-02-10,405
INV00000530,DS002,Anna Nagar,High,P0240,Dettol Handwash 750ml,Cleaning & Household,155,Low,Ambient,5,5,3,In Stock,0.22,20,18,0,22.7,2026-02-10,775
INV00000531,DS002,Anna Nagar,High,P0241,Origami Tissues 100 Pulls,Cleaning & Household,45,Medium,Ambient,3,5,3,Low Stock,0.22,20,18,1,13.6,2026-02-12,135
INV00000532,DS002,Anna Nagar,High,P0242,Dettol Soap 125g (4 pack),Personal Care,145,High,Ambient,3,5,3,Low Stock,0.82,74,65,2,3.7,2026-02-12,435
INV00000533,DS002,Anna Nagar,High,P0243,Lifebuoy Soap 125g (4 pack),Personal Care,115,High,Ambient,3,6,3,Low Stock,0.88,79,70,2,3.4,2026-02-10,345
INV00000534,DS002,Anna Nagar,High,P0244,Dove Soap 125g (3 pack),Personal Care,180,Medium,Ambient,5,5,3,In Stock,0.31,28,25,2,16.1,2026-02-15,900
INV00000535,DS002,Anna Nagar,High,P0245,Pears Soap 125g (3 pack),Personal Care,150,High,Ambient,13,22,6,In Stock,0.0,0,0,0,999.0,2026-02-14,1950
INV00000536,DS002,Anna Nagar,High,P0246,Lux Soap 125g (3 pack),Personal Care,125,High,Ambient,5,5,3,In Stock,0.73,66,55,2,6.8,2026-02-14,625
INV00000537,DS002,Anna Nagar,High,P0247,Clinic Plus Shampoo 650ml,Personal Care,265,Low,Ambient,4,5,3,In Stock,0.09,8,8,2,44.4,2026-02-10,1060
INV00000538,DS002,Anna Nagar,High,P0248,Pantene Shampoo 650ml,Personal Care,385,High,Ambient,5,5,3,In Stock,0.49,44,41,2,10.2,2026-02-14,1925
INV00000539,DS002,Anna Nagar,High,P0249,Dove Shampoo 650ml,Personal Care,425,Medium,Ambient,2,5,3,Low Stock,0.32,29,23,2,6.2,2026-02-12,850
INV00000540,DS002,Anna Nagar,High,P0250,Head & Shoulders 650ml,Personal Care,485,High,Ambient,3,5,3,Low Stock,0.7,63,56,2,4.3,2026-02-10,1455
INV00000541,DS002,Anna Nagar,High,P0251,Sunsilk Shampoo 650ml,Personal Care,295,High,Ambient,4,5,3,In Stock,0.73,66,58,1,5.5,2026-02-09,1180
INV00000542,DS002,Anna Nagar,High,P0252,Colgate Total 300g,Personal Care,185,Medium,Ambient,3,5,3,Low Stock,0.33,30,29,1,9.1,2026-02-09,555
INV00000543,DS002,Anna Nagar,High,P0253,Colgate Maxfresh 150g,Personal Care,105,High,Ambient,3,5,3,Low Stock,0.63,57,51,1,4.8,2026-02-11,315
INV00000544,DS002,Anna Nagar,High,P0254,Pepsodent 200g,Personal Care,85,High,Ambient,3,5,3,Low Stock,0.68,61,51,2,4.4,2026-02-09,255
INV00000545,DS002,Anna Nagar,High,P0255,Sensodyne Toothpaste 150g,Personal Care,265,Medium,Ambient,5,5,3,In Stock,0.21,19,15,1,23.8,2026-02-09,1325
INV00000546,DS002,Anna Nagar,High,P0256,Oral B Toothbrush,Personal Care,95,High,Ambient,16,26,7,In Stock,0.0,0,0,0,999.0,2026-02-09,1520
INV00000547,DS002,Anna Nagar,High,P0257,Gillette Shaving Cream 418g,Personal Care,265,Medium,Ambient,4,5,3,In Stock,0.27,24,18,0,14.8,2026-02-15,1060
INV00000548,DS002,Anna Nagar,High,P0258,Gillette Mach 3 Razor,Personal Care,285,High,Ambient,3,5,3,Low Stock,0.87,78,70,2,3.4,2026-02-12,855
INV00000549,DS002,Anna Nagar,High,P0259,Veet Hair Removal Cream 100g,Personal Care,215,High,Ambient,4,5,3,In Stock,0.79,71,60,0,5.1,2026-02-15,860
INV00000550,DS002,Anna Nagar,High,P0260,Nivea Body Lotion 400ml,Personal Care,295,High,Ambient,5,5,3,In Stock,0.56,50,44,1,8.9,2026-02-13,1475
INV00000551,DS002,Anna Nagar,High,P0261,Vaseline Petroleum Jelly 100ml,Personal Care,105,High,Ambient,3,5,3,Low Stock,0.68,61,54,0,4.4,2026-02-10,315
INV00000552,DS002,Anna Nagar,High,P0262,Ponds Face Cream 100ml,Personal Care,235,Medium,Ambient,2,5,3,Low Stock,0.32,29,27,1,6.2,2026-02-10,470
INV00000553,DS002,Anna Nagar,High,P0263,Fair & Lovely 80g,Personal Care,175,High,Ambient,5,5,3,In Stock,0.52,47,41,0,9.6,2026-02-13,875
INV00000554,DS002,Anna Nagar,High,P0264,Garnier Face Wash 100g,Personal Care,145,Medium,Ambient,2,5,3,Low Stock,0.27,24,19,0,7.4,2026-02-11,290
INV00000555,DS002,Anna Nagar,High,P0265,Lakmé Face Cream 60g,Personal Care,295,High,Ambient,2,5,3,Low Stock,0.51,46,41,0,3.9,2026-02-13,590
INV00000556,DS002,Anna Nagar,High,P0266,Johnson Baby Powder 400g,Personal Care,285,High,Ambient,2,5,3,Low Stock,0.59,53,48,1,3.4,2026-02-14,570
INV00000557,DS002,Anna Nagar,High,P0267,Dettol Handwash Refill 750ml,Personal Care,145,High,Ambient,5,5,3,In Stock,0.86,77,66,0,5.8,2026-02-13,725
INV00000558,DS002,Anna Nagar,High,P0268,Savlon Antiseptic Liquid 500ml,Personal Care,165,High,Ambient,33,29,8,In Stock,0.0,0,0,0,999.0,2026-02-13,5445
INV00000559,DS002,Anna Nagar,High,P0269,Band Aid 10pc,Personal Care,55,Medium,Ambient,2,5,3,Low Stock,0.31,28,27,1,6.5,2026-02-13,110
INV00000560,DS002,Anna Nagar,High,P0270,Vicks VapoRub 50ml,Personal Care,145,High,Ambient,3,5,3,Low Stock,0.83,75,65,1,3.6,2026-02-15,435
INV00000561,DS002,Anna Nagar,High,P0271,Dettol Antiseptic Liquid 550ml,Personal Care,195,High,Ambient,4,5,3,In Stock,0.71,64,55,0,5.6,2026-02-09,780
INV00000562,DS002,Anna Nagar,High,P0272,Cotton Buds 100pc,Personal Care,45,High,Ambient,4,5,3,In Stock,0.86,77,67,0,4.7,2026-02-11,180
INV00000563,DS002,Anna Nagar,High,P0273,Whisper Ultra XL 15 Pads,Personal Care,185,Medium,Ambient,5,5,3,In Stock,0.28,25,22,0,17.9,2026-02-10,925
INV00000564,DS002,Anna Nagar,High,P0274,Stayfree Secure XL 20 Pads,Personal Care,195,High,Ambient,2,5,3,Low Stock,0.66,59,54,1,3.0,2026-02-09,390
INV00000565,DS002,Anna Nagar,High,P0275,Sanfe Sanitary Napkins 10pc,Personal Care,155,Medium,Ambient,4,5,3,In Stock,0.23,21,19,2,17.4,2026-02-12,620
INV00000566,DS002,Anna Nagar,High,P0276,Pampers Baby Diapers S 20pc,Baby Care,495,Low,Ambient,2,5,3,Low Stock,0.12,11,9,0,16.7,2026-02-10,990
INV00000567,DS002,Anna Nagar,High,P0277,Pampers Baby Diapers M 18pc,Baby Care,595,Medium,Ambient,5,5,3,In Stock,0.33,30,25,0,15.2,2026-02-13,2975
INV00000568,DS002,Anna Nagar,High,P0278,Pampers Baby Diapers L 16pc,Baby Care,695,Low,Ambient,3,5,3,Low Stock,0.12,11,9,2,25.0,2026-02-14,2085
INV00000569,DS002,Anna Nagar,High,P0279,Huggies Diapers S 22pc,Baby Care,485,Medium,Ambient,2,5,3,Low Stock,0.29,26,24,2,6.9,2026-02-09,970
INV00000570,DS002,Anna Nagar,High,P0280,Mamy Poko Pants M 20pc,Baby Care,575,Medium,Ambient,5,5,3,In Stock,0.33,30,26,1,15.2,2026-02-09,2875
INV00000571,DS002,Anna Nagar,High,P0281,Johnson Baby Soap 100g,Baby Care,55,Medium,Ambient,3,5,3,Low Stock,0.23,21,16,1,13.0,2026-02-09,165
INV00000572,DS002,Anna Nagar,High,P0282,Johnson Baby Shampoo 200ml,Baby Care,175,Medium,Ambient,3,5,3,Low Stock,0.33,30,22,0,9.1,2026-02-09,525
INV00000573,DS002,Anna Nagar,High,P0283,Johnson Baby Lotion 200ml,Baby Care,195,Low,Ambient,4,5,3,In Stock,0.13,12,10,2,30.8,2026-02-09,780
INV00000574,DS002,Anna Nagar,High,P0284,Johnson Baby Powder 200g,Baby Care,185,Low,Ambient,4,5,3,In Stock,0.11,10,9,0,36.4,2026-02-10,740
INV00000575,DS002,Anna Nagar,High,P0285,Himalaya Baby Lotion 200ml,Baby Care,165,Low,Ambient,3,5,3,Low Stock,0.14,13,10,1,21.4,2026-02-11,495
INV00000576,DS002,Anna Nagar,High,P0286,Cerelac Wheat 300g,Baby Care,185,Low,Ambient,3,5,3,Low Stock,0.14,13,11,1,21.4,2026-02-13,555
INV00000577,DS002,Anna Nagar,High,P0287,Cerelac Multi Grain 300g,Baby Care,195,Medium,Ambient,4,5,3,In Stock,0.22,20,15,2,18.2,2026-02-09,780
INV00000578,DS002,Anna Nagar,High,P0288,Lactogen 1 (0-6 months) 400g,Baby Care,495,Medium,Ambient,5,5,3,In Stock,0.31,28,23,1,16.1,2026-02-13,2475
INV00000579,DS002,Anna Nagar,High,P0289,Farex Baby Food 300g,Baby Care,175,Medium,Ambient,2,5,3,Low Stock,0.28,25,22,1,7.1,2026-02-11,350
INV00000580,DS002,Anna Nagar,High,P0290,Himalaya Baby Wipes 72pc,Baby Care,165,Medium,Ambient,3,5,3,Low Stock,0.26,23,20,0,11.5,2026-02-10,495
INV00000581,DS003,Velachery,Very High,P0001,Amul Taaza Toned Milk 500ml,"Dairy, Bread & Eggs",28,High,Refrigerated,10,14,4,In Stock,2.16,194,135,1,4.6,2026-02-14,280
INV00000582,DS003,Velachery,Very High,P0002,Amul Taaza Toned Milk 1L,"Dairy, Bread & Eggs",56,High,Refrigerated,13,13,3,In Stock,2.06,185,117,1,6.3,2026-02-15,728
INV00000583,DS003,Velachery,Very High,P0003,Amul Gold Full Cream Milk 500ml,"Dairy, Bread & Eggs",32,High,Refrigerated,12,13,3,In Stock,2.11,190,125,2,5.7,2026-02-13,384
INV00000584,DS003,Velachery,Very High,P0004,Amul Gold Full Cream Milk 1L,"Dairy, Bread & Eggs",64,High,Refrigerated,13,17,5,In Stock,2.46,221,148,2,5.3,2026-02-11,832
INV00000585,DS003,Velachery,Very High,P0005,Heritage Fresh Milk 500ml,"Dairy, Bread & Eggs",30,High,Refrigerated,13,18,5,In Stock,2.53,228,146,4,5.1,2026-02-11,390
INV00000586,DS003,Velachery,Very High,P0006,Nandini Milk 500ml,"Dairy, Bread & Eggs",26,Medium,Refrigerated,3,5,3,Low Stock,0.77,69,47,2,3.9,2026-02-13,78
INV00000587,DS003,Velachery,Very High,P0007,Amul Fresh Cream 250ml,"Dairy, Bread & Eggs",85,High,Refrigerated,16,20,6,In Stock,2.47,222,135,2,6.5,2026-02-15,1360
INV00000588,DS003,Velachery,Very High,P0008,Amul Masti Curd 400g,"Dairy, Bread & Eggs",32,High,Refrigerated,11,17,5,In Stock,2.2,198,131,4,5.0,2026-02-09,352
INV00000589,DS003,Velachery,Very High,P0009,Mother Dairy Curd 400g,"Dairy, Bread & Eggs",30,High,Refrigerated,7,19,5,In Stock,2.51,226,152,4,2.8,2026-02-14,210
INV00000590,DS003,Velachery,Very High,P0010,Nestle Dahi 400g,"Dairy, Bread & Eggs",35,High,Refrigerated,13,19,5,In Stock,2.49,224,145,1,5.2,2026-02-10,455
INV00000591,DS003,Velachery,Very High,P0011,Amul Salted Butter 100g,"Dairy, Bread & Eggs",56,High,Refrigerated,10,16,4,In Stock,2.13,192,129,3,4.7,2026-02-09,560
INV00000592,DS003,Velachery,Very High,P0012,Amul Salted Butter 500g,"Dairy, Bread & Eggs",270,Medium,Refrigerated,5,5,3,In Stock,0.94,85,52,1,5.3,2026-02-09,1350
INV00000593,DS003,Velachery,Very High,P0013,Britannia Butter 100g,"Dairy, Bread & Eggs",54,High,Refrigerated,10,16,4,In Stock,2.19,197,137,2,4.6,2026-02-12,540
INV00000594,DS003,Velachery,Very High,P0014,Amul Cheese Slices 200g,"Dairy, Bread & Eggs",130,Medium,Refrigerated,2,5,3,Low Stock,0.9,81,57,0,2.2,2026-02-10,260
INV00000595,DS003,Velachery,Very High,P0015,Britannia Cheese Slices 200g,"Dairy, Bread & Eggs",125,Medium,Refrigerated,2,5,3,Low Stock,0.96,86,61,1,2.1,2026-02-10,250
INV00000596,DS003,Velachery,Very High,P0016,Amul Processed Cheese Block 200g,"Dairy, Bread & Eggs",110,High,Refrigerated,10,14,4,In Stock,2.22,200,126,4,4.5,2026-02-15,1100
INV00000597,DS003,Velachery,Very High,P0017,Mother Dairy Paneer 200g,"Dairy, Bread & Eggs",95,Medium,Refrigerated,2,5,3,Low Stock,0.93,84,55,0,2.2,2026-02-14,190
INV00000598,DS003,Velachery,Very High,P0018,Amul Fresh Paneer 200g,"Dairy, Bread & Eggs",90,High,Refrigerated,9,16,4,In Stock,2.09,188,128,4,4.3,2026-02-12,810
INV00000599,DS003,Velachery,Very High,P0019,Nandini Paneer 200g,"Dairy, Bread & Eggs",85,High,Refrigerated,12,20,6,In Stock,2.52,227,141,1,4.8,2026-02-13,1020
INV00000600,DS003,Velachery,Very High,P0020,Farm Fresh White Eggs 6 pcs,"Dairy, Bread & Eggs",48,High,Refrigerated,23,22,6,In Stock,2.46,221,143,2,9.3,2026-02-11,1104
INV00000601,DS003,Velachery,Very High,P0021,Farm Fresh Brown Eggs 6 pcs,"Dairy, Bread & Eggs",60,High,Refrigerated,23,21,6,In Stock,2.38,214,143,4,9.7,2026-02-14,1380
INV00000602,DS003,Velachery,Very High,P0022,Farm Fresh White Eggs 10 pcs,"Dairy, Bread & Eggs",75,High,Refrigerated,9,17,5,In Stock,2.19,197,127,3,4.1,2026-02-14,675
INV00000603,DS003,Velachery,Very High,P0023,Amul Kool Milk Drink 200ml,"Dairy, Bread & Eggs",20,High,Refrigerated,7,16,4,In Stock,2.18,196,138,4,3.2,2026-02-09,140
INV00000604,DS003,Velachery,Very High,P0024,Amul Lassi 200ml,"Dairy, Bread & Eggs",25,High,Refrigerated,18,19,5,In Stock,2.31,208,143,1,7.8,2026-02-15,450
INV00000605,DS003,Velachery,Very High,P0025,Mother Dairy Mishti Doi 400g,"Dairy, Bread & Eggs",42,Medium,Refrigerated,3,6,3,Low Stock,1.02,92,58,0,2.9,2026-02-09,126
INV00000606,DS003,Velachery,Very High,P0026,Britannia Bread Large,"Dairy, Bread & Eggs",40,High,Refrigerated,19,17,5,In Stock,2.19,197,130,4,8.7,2026-02-09,760
INV00000607,DS003,Velachery,Very High,P0027,Modern Bread Sandwich,"Dairy, Bread & Eggs",45,Medium,Refrigerated,2,5,3,Low Stock,1.04,94,60,0,1.9,2026-02-14,90
INV00000608,DS003,Velachery,Very High,P0028,Harvest Gold Bread,"Dairy, Bread & Eggs",42,High,Refrigerated,15,15,4,In Stock,2.14,193,133,2,7.0,2026-02-11,630
INV00000609,DS003,Velachery,Very High,P0029,English Oven Brown Bread,"Dairy, Bread & Eggs",50,High,Refrigerated,13,21,6,In Stock,0.0,0,0,0,999.0,2026-02-10,650
INV00000610,DS003,Velachery,Very High,P0030,Onion 1kg,Fruits & Vegetables,35,High,Ambient,3,7,3,Low Stock,1.11,100,100,2,2.7,2026-02-14,105
INV00000611,DS003,Velachery,Very High,P0031,Tomato 1kg,Fruits & Vegetables,45,High,Ambient,7,7,3,In Stock,1.08,97,97,2,6.5,2026-02-14,315
INV00000612,DS003,Velachery,Very High,P0032,Potato 1kg,Fruits & Vegetables,28,High,Ambient,9,10,3,In Stock,1.41,127,127,0,6.4,2026-02-14,252
INV00000613,DS003,Velachery,Very High,P0033,Green Chilli 100g,Fruits & Vegetables,15,High,Ambient,7,7,3,In Stock,1.06,95,95,1,6.6,2026-02-11,105
INV00000614,DS003,Velachery,Very High,P0034,Ginger 200g,Fruits & Vegetables,40,High,Ambient,2,7,3,Low Stock,1.18,106,106,2,1.7,2026-02-14,80
INV00000615,DS003,Velachery,Very High,P0035,Garlic 250g,Fruits & Vegetables,55,High,Ambient,11,10,3,In Stock,1.31,118,118,1,8.4,2026-02-14,605
INV00000616,DS003,Velachery,Very High,P0036,Coriander Leaves 100g,Fruits & Vegetables,15,High,Refrigerated,8,8,3,In Stock,1.12,101,101,0,7.1,2026-02-13,120
INV00000617,DS003,Velachery,Very High,P0037,Curry Leaves 100g,Fruits & Vegetables,20,High,Refrigerated,4,9,3,In Stock,1.38,124,124,1,2.9,2026-02-11,80
INV00000618,DS003,Velachery,Very High,P0038,Lemon 250g (4-5pcs),Fruits & Vegetables,25,High,Ambient,11,10,3,In Stock,1.27,114,114,2,8.7,2026-02-11,275
INV00000619,DS003,Velachery,Very High,P0039,Carrot 500g,Fruits & Vegetables,30,High,Ambient,6,10,3,In Stock,1.28,115,115,0,4.7,2026-02-15,180
INV00000620,DS003,Velachery,Very High,P0040,Beans 500g,Fruits & Vegetables,45,High,Ambient,5,9,3,In Stock,1.23,111,111,1,4.1,2026-02-09,225
INV00000621,DS003,Velachery,Very High,P0041,Capsicum Green 500g,Fruits & Vegetables,50,High,Ambient,3,6,3,Low Stock,1.03,93,93,1,2.9,2026-02-10,150
INV00000622,DS003,Velachery,Very High,P0042,Cabbage 1pc,Fruits & Vegetables,35,High,Ambient,9,8,3,In Stock,1.13,102,102,0,8.0,2026-02-13,315
INV00000623,DS003,Velachery,Very High,P0043,Cauliflower 1pc,Fruits & Vegetables,40,High,Ambient,5,6,3,In Stock,1.02,92,92,2,4.9,2026-02-09,200
INV00000624,DS003,Velachery,Very High,P0044,Brinjal 500g,Fruits & Vegetables,35,High,Ambient,5,11,3,In Stock,1.23,111,111,0,4.1,2026-02-11,175
INV00000625,DS003,Velachery,Very High,P0045,Ladies Finger 500g,Fruits & Vegetables,40,High,Ambient,6,12,3,In Stock,1.46,131,131,2,4.1,2026-02-13,240
INV00000626,DS003,Velachery,Very High,P0046,Beetroot 500g,Fruits & Vegetables,35,High,Ambient,3,8,3,Low Stock,1.1,99,99,1,2.7,2026-02-15,105
INV00000627,DS003,Velachery,Very High,P0047,Radish White 500g,Fruits & Vegetables,30,High,Ambient,10,9,3,In Stock,1.37,123,123,0,7.3,2026-02-10,300
INV00000628,DS003,Velachery,Very High,P0048,Bottle Gourd 1pc,Fruits & Vegetables,35,High,Ambient,4,10,3,In Stock,1.26,113,113,2,3.2,2026-02-13,140
INV00000629,DS003,Velachery,Very High,P0049,Bitter Gourd 500g,Fruits & Vegetables,45,High,Ambient,7,7,3,In Stock,1.09,98,98,0,6.4,2026-02-11,315
INV00000630,DS003,Velachery,Very High,P0050,Banana Robusta 6pcs,Fruits & Vegetables,35,High,Ambient,5,9,3,In Stock,1.28,115,115,1,3.9,2026-02-14,175
INV00000631,DS003,Velachery,Very High,P0051,Apple Shimla 4pcs,Fruits & Vegetables,140,High,Ambient,3,8,3,Low Stock,1.22,110,110,2,2.5,2026-02-09,420
INV00000632,DS003,Velachery,Very High,P0052,Pomegranate 1pc,Fruits & Vegetables,85,High,Ambient,3,7,3,Low Stock,0.97,87,87,2,3.1,2026-02-14,255
INV00000633,DS003,Velachery,Very High,P0053,Orange 500g,Fruits & Vegetables,50,High,Ambient,5,9,3,In Stock,1.23,111,111,0,4.1,2026-02-13,250
INV00000634,DS003,Velachery,Very High,P0054,Sweet Lime 500g,Fruits & Vegetables,45,High,Ambient,3,9,3,Low Stock,1.08,97,97,1,2.8,2026-02-13,135
INV00000635,DS003,Velachery,Very High,P0055,Watermelon 1pc (3-4kg),Fruits & Vegetables,80,High,Ambient,4,6,3,In Stock,1.04,94,94,0,3.8,2026-02-14,320
INV00000636,DS003,Velachery,Very High,P0056,Papaya 1pc,Fruits & Vegetables,45,High,Ambient,7,7,3,In Stock,0.99,89,89,2,7.1,2026-02-13,315
INV00000637,DS003,Velachery,Very High,P0057,Grapes Green 500g,Fruits & Vegetables,90,High,Ambient,8,9,3,In Stock,1.24,112,112,1,6.5,2026-02-15,720
INV00000638,DS003,Velachery,Very High,P0058,Mango (Seasonal),Fruits & Vegetables,120,High,Ambient,7,8,3,In Stock,1.04,94,94,2,6.7,2026-02-12,840
INV00000639,DS003,Velachery,Very High,P0059,Pineapple 1pc,Fruits & Vegetables,55,High,Ambient,4,7,3,In Stock,1.18,106,106,2,3.4,2026-02-12,220
INV00000640,DS003,Velachery,Very High,P0060,Coca Cola 750ml,Cold Drinks & Juices,40,High,Refrigerated,16,15,4,In Stock,2.0,180,124,1,8.0,2026-02-12,640
INV00000641,DS003,Velachery,Very High,P0061,Coca Cola 2.25L,Cold Drinks & Juices,95,Medium,Refrigerated,2,5,3,Low Stock,0.68,61,43,2,2.9,2026-02-10,190
INV00000642,DS003,Velachery,Very High,P0062,Pepsi 750ml,Cold Drinks & Juices,40,Medium,Refrigerated,5,5,3,In Stock,0.84,76,49,1,6.0,2026-02-11,200
INV00000643,DS003,Velachery,Very High,P0063,Pepsi 2L,Cold Drinks & Juices,90,High,Refrigerated,13,14,4,In Stock,2.09,188,131,2,6.2,2026-02-10,1170
INV00000644,DS003,Velachery,Very High,P0064,Sprite 750ml,Cold Drinks & Juices,40,Medium,Refrigerated,2,5,3,Low Stock,0.8,72,49,0,2.5,2026-02-12,80
INV00000645,DS003,Velachery,Very High,P0065,Thumbs Up 750ml,Cold Drinks & Juices,40,Medium,Refrigerated,3,5,3,Low Stock,0.69,62,39,2,4.3,2026-02-11,120
INV00000646,DS003,Velachery,Very High,P0066,Fanta 750ml,Cold Drinks & Juices,40,High,Refrigerated,15,15,4,In Stock,1.82,164,121,0,8.2,2026-02-09,600
INV00000647,DS003,Velachery,Very High,P0067,Mountain Dew 750ml,Cold Drinks & Juices,40,High,Refrigerated,7,15,4,In Stock,2.09,188,126,1,3.3,2026-02-15,280
INV00000648,DS003,Velachery,Very High,P0068,Thums Up 2.25L,Cold Drinks & Juices,95,High,Refrigerated,15,16,4,In Stock,1.98,178,125,2,7.6,2026-02-15,1425
INV00000649,DS003,Velachery,Very High,P0069,Bisleri Water 1L,Cold Drinks & Juices,20,High,Ambient,13,13,3,In Stock,2.03,183,122,3,6.4,2026-02-11,260
INV00000650,DS003,Velachery,Very High,P0070,Bisleri Water 2L,Cold Drinks & Juices,35,High,Ambient,11,18,5,In Stock,2.18,196,132,1,5.0,2026-02-14,385
INV00000651,DS003,Velachery,Very High,P0071,Kinley Water 1L,Cold Drinks & Juices,20,High,Ambient,14,16,4,In Stock,2.32,209,138,2,6.0,2026-02-09,280
INV00000652,DS003,Velachery,Very High,P0072,Aquafina Water 1L,Cold Drinks & Juices,20,Medium,Ambient,4,5,3,In Stock,0.74,67,46,0,5.4,2026-02-09,80
INV00000653,DS003,Velachery,Very High,P0073,Red Bull Energy Drink 250ml,Cold Drinks & Juices,125,Medium,Refrigerated,2,5,3,Low Stock,0.86,77,52,2,2.3,2026-02-11,250
INV00000654,DS003,Velachery,Very High,P0074,Sting Energy Drink 250ml,Cold Drinks & Juices,20,Medium,Refrigerated,2,5,3,Low Stock,0.8,72,46,1,2.5,2026-02-13,40
INV00000655,DS003,Velachery,Very High,P0075,Monster Energy Drink 500ml,Cold Drinks & Juices,150,Medium,Refrigerated,4,5,3,In Stock,0.76,68,52,1,5.3,2026-02-11,600
INV00000656,DS003,Velachery,Very High,P0076,Real Fruit Juice Mixed Fruit 1L,Cold Drinks & Juices,130,Medium,Refrigerated,4,5,3,In Stock,0.79,71,47,1,5.1,2026-02-13,520
INV00000657,DS003,Velachery,Very High,P0077,Real Fruit Juice Mango 1L,Cold Drinks & Juices,130,High,Refrigerated,9,15,4,In Stock,2.04,184,122,3,4.4,2026-02-15,1170
INV00000658,DS003,Velachery,Very High,P0078,Tropicana Orange 1L,Cold Drinks & Juices,145,High,Refrigerated,14,14,4,In Stock,2.03,183,114,3,6.9,2026-02-11,2030
INV00000659,DS003,Velachery,Very High,P0079,Tropicana Mixed Fruit 1L,Cold Drinks & Juices,145,High,Refrigerated,20,21,6,In Stock,0.0,0,0,0,999.0,2026-02-15,2900
INV00000660,DS003,Velachery,Very High,P0080,Minute Maid Pulpy Orange 400ml,Cold Drinks & Juices,45,Medium,Refrigerated,5,5,3,In Stock,0.84,76,53,1,6.0,2026-02-11,225
INV00000661,DS003,Velachery,Very High,P0081,Frooti Mango Drink 160ml,Cold Drinks & Juices,10,High,Refrigerated,10,16,4,In Stock,1.93,174,119,2,5.2,2026-02-14,100
INV00000662,DS003,Velachery,Very High,P0082,Frooti Mango Drink 1.2L,Cold Drinks & Juices,60,High,Refrigerated,16,18,5,In Stock,2.08,187,121,2,7.7,2026-02-11,960
INV00000663,DS003,Velachery,Very High,P0083,Maaza Mango Drink 1.2L,Cold Drinks & Juices,60,High,Refrigerated,11,14,4,In Stock,2.06,185,127,4,5.3,2026-02-10,660
