product_id,product_name,category,price,mrp,shelf_life_days,storage_type,demand_frequency,weight_grams,in_stock
P0281,Johnson Baby Soap 100g,Baby Care,55,57.7,540,Ambient,Medium,300,True
P0282,Johnson Baby Shampoo 200ml,Baby Care,175,185.91,540,Ambient,Medium,300,True
P0283,Johnson Baby Lotion 200ml,Baby Care,195,209.0,540,Ambient,Low,300,True
P0284,Johnson Baby Powder 200g,Baby Care,185,191.36,365,Ambient,Low,300,True
P0285,Himalaya Baby Lotion 200ml,Baby Care,165,167.28,365,Ambient,Low,300,True
P0286,Cerelac Wheat 300g,Baby Care,185,193.62,365,Ambient,Low,300,True
P0287,Cerelac Multi Grain 300g,Baby Care,195,196.49,365,Ambient,Medium,300,True
P0288,Lactogen 1 (0-6 months) 400g,Baby Care,495,519.94,540,Ambient,Medium,300,True
P0289,Farex Baby Food 300g,Baby Care,175,184.45,365,Ambient,Medium,300,True
P0290,Himalaya Baby Wipes 72pc,Baby Care,165,169.08,365,Ambient,Medium,300,True
