item_id,order_id,product_id,product_name,category,quantity,unit_price,line_total,discount_pct,discount_amount,final_price
ITEM00035225,ORD012487,P0006,Nandini Milk 500ml,"Dairy, Bread & Eggs",1,26,26,0,0.0,26.0
ITEM00035226,ORD012487,P0219,Green Tea 100 Bags,"Tea, Coffee & Health Drinks",1,350,350,0,0.0,350.0
ITEM00035227,ORD012488,P0180,Maggi Hot & Sweet Sauce 1kg,"Masala, Oil & More",1,140,140,0,0.0,140.0
ITEM00035228,ORD012488,P0021,Farm Fresh Brown Eggs 6 pcs,"Dairy, Bread & Eggs",1,60,60,0,0.0,60.0
ITEM00035229,ORD012488,P0044,Brinjal 500g,Fruits & Vegetables,1,35,35,10,3.5,31.5
ITEM00035230,ORD012488,P0009,Mother Dairy Curd 400g,"Dairy, Bread & Eggs",1,30,30,0,0.0,30.0
ITEM00035231,ORD012488,P0162,Sugar 1kg,"Atta, Rice & Dal",1,45,45,0,0.0,45.0
ITEM00035232,ORD012489,P0051,Apple Shimla 4pcs,Fruits & Vegetables,1,140,140,0,0.0,140.0
ITEM00035233,ORD012489,P0144,Fortune Chakki Fresh Atta 5kg,"Atta, Rice & Dal",1,235,235,5,11.75,223.25
ITEM00035234,ORD012489,P0237,Hit Cockroach Killer 625ml,Cleaning & Household,1,245,245,0,0.0,245.0
ITEM00035235,ORD012489,P0001,Amul Taaza Toned Milk 500ml,"Dairy, Bread & Eggs",1,28,28,0,0.0,28.0
ITEM00035236,ORD012489,P0140,McCain French Fries 420g,Breakfast & Instant Food,1,145,145,0,0.0,145.0
ITEM00035237,ORD012489,P0152,Tata Sampann Toor Dal 1kg,"Atta, Rice & Dal",1,160,160,0,0.0,160.0
ITEM00035238,ORD012490,P0173,Everest Coriander Powder 200g,"Masala, Oil & More",1,65,65,0,0.0,65.0
ITEM00035239,ORD012490,P0070,Bisleri Water 2L,Cold Drinks & Juices,3,35,105,0,0.0,105.0
ITEM00035240,ORD012490,P0219,Green Tea 100 Bags,"Tea, Coffee & Health Drinks",1,350,350,0,0.0,350.0
ITEM00035241,ORD012491,P0113,Munch Chocolate 30g,Snacks & Munchies,1,20,20,0,0.0,20.0
ITEM00035242,ORD012492,P0092,Kurkure Masala Munch 90g,Snacks & Munchies,1,20,20,10,2.0,18.0
ITEM00035243,ORD012492,P0018,Amul Fresh Paneer 200g,"Dairy, Bread & Eggs",1,90,90,0,0.0,90.0
ITEM00035244,ORD012493,P0101,Parle G Biscuits 376g,Snacks & Munchies,2,40,80,0,0.0,80.0
ITEM00035245,ORD012493,P0052,Pomegranate 1pc,Fruits & Vegetables,1,85,85,0,0.0,85.0
ITEM00035246,ORD012493,P0066,Fanta 750ml,Cold Drinks & Juices,1,40,40,5,2.0,38.0
ITEM00035247,ORD012493,P0122,Sunfeast Yippee 420g,Breakfast & Instant Food,1,60,60,0,0.0,60.0
ITEM00035248,ORD012493,P0083,Maaza Mango Drink 1.2L,Cold Drinks & Juices,1,60,60,0,0.0,60.0
ITEM00035249,ORD012493,P0123,Knorr Chicken Soup 40g,Breakfast & Instant Food,1,35,35,0,0.0,35.0
ITEM00035250,ORD012493,P0043,Cauliflower 1pc,Fruits & Vegetables,1,40,40,0,0.0,40.0
ITEM00035251,ORD012493,P0188,Saffola Gold Oil 1L,"Masala, Oil & More",2,250,500,0,0.0,500.0
ITEM00035252,ORD012493,P0232,Rin Detergent Bar 250g,Cleaning & Household,2,35,70,0,0.0,70.0
ITEM00035253,ORD012493,P0086,Rasna Orange 750ml,Cold Drinks & Juices,1,35,35,0,0.0,35.0
ITEM00035254,ORD012494,P0240,Dettol Handwash 750ml,Cleaning & Household,1,155,155,0,0.0,155.0
ITEM00035255,ORD012494,P0133,Quaker Oats 1kg,Breakfast & Instant Food,2,185,370,0,0.0,370.0
ITEM00035256,ORD012494,P0131,ID Fresh Dosa Batter 1kg,Breakfast & Instant Food,2,75,150,0,0.0,150.0
ITEM00035257,ORD012495,P0042,Cabbage 1pc,Fruits & Vegetables,1,35,35,5,1.75,33.25
ITEM00035258,ORD012495,P0122,Sunfeast Yippee 420g,Breakfast & Instant Food,1,60,60,0,0.0,60.0
ITEM00035259,ORD012495,P0126,Pasta Treat Penne 500g,Breakfast & Instant Food,1,85,85,0,0.0,85.0
ITEM00035260,ORD012495,P0091,Lays American Style Cream & Onion 50g,Snacks & Munchies,2,20,40,0,0.0,40.0
ITEM00035261,ORD012495,P0105,Oreo Original 300g,Snacks & Munchies,1,40,40,10,4.0,36.0
ITEM00035262,ORD012496,P0100,Bikaji Bhujia 200g,Snacks & Munchies,1,48,48,0,0.0,48.0
ITEM00035263,ORD012496,P0124,Knorr Hot & Sour Veg Soup 42g,Breakfast & Instant Food,1,35,35,0,0.0,35.0
ITEM00035264,ORD012497,P0138,Bambino Vermicelli 175g,Breakfast & Instant Food,1,25,25,0,0.0,25.0
ITEM00035265,ORD012497,P0044,Brinjal 500g,Fruits & Vegetables,1,35,35,0,0.0,35.0
ITEM00035266,ORD012497,P0148,Daawat Basmati Rice 1kg,"Atta, Rice & Dal",1,180,180,0,0.0,180.0
ITEM00035267,ORD012498,P0066,Fanta 750ml,Cold Drinks & Juices,1,40,40,0,0.0,40.0
ITEM00035268,ORD012498,P0152,Tata Sampann Toor Dal 1kg,"Atta, Rice & Dal",2,160,320,0,0.0,320.0
ITEM00035269,ORD012498,P0069,Bisleri Water 1L,Cold Drinks & Juices,1,20,20,0,0.0,20.0
ITEM00035270,ORD012499,P0246,Lux Soap 125g (3 pack),Personal Care,1,125,125,0,0.0,125.0
ITEM00035271,ORD012500,P0246,Lux Soap 125g (3 pack),Personal Care,1,125,125,0,0.0,125.0
ITEM00035272,ORD012500,P0183,Sundrop Sunflower Oil 1L,"Masala, Oil & More",1,155,155,0,0.0,155.0
ITEM00035273,ORD012500,P0001,Amul Taaza Toned Milk 500ml,"Dairy, Bread & Eggs",1,28,28,0,0.0,28.0
ITEM00035274,ORD012500,P0156,Tata Sampann Urad Dal 500g,"Atta, Rice & Dal",1,90,90,0,0.0,90.0
ITEM00035275,ORD012501,P0138,Bambino Vermicelli 175g,Breakfast & Instant Food,2,25,50,0,0.0,50.0
ITEM00035276,ORD012502,P0064,Sprite 750ml,Cold Drinks & Juices,1,40,40,0,0.0,40.0
ITEM00035277,ORD012502,P0116,Cornitos Nacho Chips 150g,Snacks & Munchies,1,70,70,0,0.0,70.0
ITEM00035278,ORD012503,P0166,Poha Thick 500g,"Atta, Rice & Dal",2,45,90,0,0.0,90.0
ITEM00035279,ORD012503,P0123,Knorr Chicken Soup 40g,Breakfast & Instant Food,1,35,35,0,0.0,35.0
ITEM00035280,ORD012503,P0196,Hersheys Chocolate Syrup 623g,Sauces & Spreads,1,325,325,0,0.0,325.0
ITEM00035281,ORD012503,P0109,Cadbury Dairy Milk Silk 60g,Snacks & Munchies,1,100,100,0,0.0,100.0
ITEM00035282,ORD012503,P0157,Rajma 500g,"Atta, Rice & Dal",1,110,110,0,0.0,110.0
ITEM00035283,ORD012504,P0036,Coriander Leaves 100g,Fruits & Vegetables,1,15,15,0,0.0,15.0
ITEM00035284,ORD012504,P0263,Fair & Lovely 80g,Personal Care,1,175,175,0,0.0,175.0
ITEM00035285,ORD012504,P0157,Rajma 500g,"Atta, Rice & Dal",1,110,110,0,0.0,110.0
ITEM00035286,ORD012505,P0022,Farm Fresh White Eggs 10 pcs,"Dairy, Bread & Eggs",1,75,75,0,0.0,75.0
ITEM00035287,ORD012505,P0263,Fair & Lovely 80g,Personal Care,1,175,175,0,0.0,175.0
ITEM00035288,ORD012505,P0055,Watermelon 1pc (3-4kg),Fruits & Vegetables,1,80,80,0,0.0,80.0
ITEM00035289,ORD012505,P0101,Parle G Biscuits 376g,Snacks & Munchies,1,40,40,0,0.0,40.0
ITEM00035290,ORD012506,P0082,Frooti Mango Drink 1.2L,Cold Drinks & Juices,2,60,120,0,0.0,120.0
ITEM00035291,ORD012507,P0095,Doritos Nacho Cheese 150g,Snacks & Munchies,1,75,75,0,0.0,75.0
ITEM00035292,ORD012508,P0270,Vicks VapoRub 50ml,Personal Care,1,145,145,0,0.0,145.0
ITEM00035293,ORD012508,P0284,Johnson Baby Powder 200g,Baby Care,1,185,185,0,0.0,185.0
ITEM00035294,ORD012508,P0174,Catch Cumin Powder 100g,"Masala, Oil & More",1,70,70,0,0.0,70.0
ITEM00035295,ORD012508,P0012,Amul Salted Butter 500g,"Dairy, Bread & Eggs",1,270,270,0,0.0,270.0
ITEM00035296,ORD012509,P0174,Catch Cumin Powder 100g,"Masala, Oil & More",1,70,70,0,0.0,70.0
ITEM00035297,ORD012509,P0089,Lays Classic Salted 50g,Snacks & Munchies,1,20,20,0,0.0,20.0
ITEM00035298,ORD012509,P0156,Tata Sampann Urad Dal 500g,"Atta, Rice & Dal",2,90,180,0,0.0,180.0
ITEM00035299,ORD012510,P0188,Saffola Gold Oil 1L,"Masala, Oil & More",1,250,250,0,0.0,250.0
ITEM00035300,ORD012510,P0218,Proteinex Powder 250g,"Tea, Coffee & Health Drinks",2,285,570,0,0.0,570.0
ITEM00035301,ORD012511,P0212,Bru Gold 100g,"Tea, Coffee & Health Drinks",2,345,690,0,0.0,690.0
ITEM00035302,ORD012512,P0055,Watermelon 1pc (3-4kg),Fruits & Vegetables,1,80,80,0,0.0,80.0
ITEM00035303,ORD012512,P0208,Society Tea 1kg,"Tea, Coffee & Health Drinks",1,380,380,0,0.0,380.0
ITEM00035304,ORD012512,P0046,Beetroot 500g,Fruits & Vegetables,1,35,35,0,0.0,35.0
ITEM00035305,ORD012513,P0003,Amul Gold Full Cream Milk 500ml,"Dairy, Bread & Eggs",2,32,64,0,0.0,64.0
ITEM00035306,ORD012513,P0117,Maggi Masala Noodles 70g,Breakfast & Instant Food,1,14,14,0,0.0,14.0
ITEM00035307,ORD012513,P0050,Banana Robusta 6pcs,Fruits & Vegetables,1,35,35,10,3.5,31.5
ITEM00035308,ORD012514,P0053,Orange 500g,Fruits & Vegetables,1,50,50,5,2.5,47.5
ITEM00035309,ORD012514,P0037,Curry Leaves 100g,Fruits & Vegetables,1,20,20,0,0.0,20.0
ITEM00035310,ORD012515,P0223,Pril Dishwash Liquid 750ml,Cleaning & Household,1,105,105,0,0.0,105.0
ITEM00035311,ORD012516,P0074,Sting Energy Drink 250ml,Cold Drinks & Juices,3,20,60,0,0.0,60.0
ITEM00035312,ORD012516,P0023,Amul Kool Milk Drink 200ml,"Dairy, Bread & Eggs",1,20,20,0,0.0,20.0
ITEM00035313,ORD012516,P0066,Fanta 750ml,Cold Drinks & Juices,2,40,80,0,0.0,80.0
ITEM00035314,ORD012516,P0218,Proteinex Powder 250g,"Tea, Coffee & Health Drinks",1,285,285,0,0.0,285.0
ITEM00035315,ORD012516,P0226,Domex Toilet Cleaner 1L,Cleaning & Household,1,135,135,0,0.0,135.0
ITEM00035316,ORD012516,P0048,Bottle Gourd 1pc,Fruits & Vegetables,1,35,35,0,0.0,35.0
ITEM00035317,ORD012516,P0286,Cerelac Wheat 300g,Baby Care,1,185,185,0,0.0,185.0
ITEM00035318,ORD012517,P0041,Capsicum Green 500g,Fruits & Vegetables,1,50,50,0,0.0,50.0
ITEM00035319,ORD012517,P0044,Brinjal 500g,Fruits & Vegetables,1,35,35,0,0.0,35.0
ITEM00035320,ORD012517,P0205,Tata Tea Premium 1kg,"Tea, Coffee & Health Drinks",1,460,460,0,0.0,460.0
ITEM00035321,ORD012517,P0056,Papaya 1pc,Fruits & Vegetables,1,45,45,0,0.0,45.0
ITEM00035322,ORD012518,P0069,Bisleri Water 1L,Cold Drinks & Juices,2,20,40,10,4.0,36.0
ITEM00035323,ORD012518,P0225,Harpic Toilet Cleaner 1L,Cleaning & Household,1,165,165,0,0.0,165.0
ITEM00035324,ORD012518,P0213,Horlicks Classic Malt 500g,"Tea, Coffee & Health Drinks",1,285,285,0,0.0,285.0
ITEM00035325,ORD012519,P0134,Kelloggs Corn Flakes 875g,Breakfast & Instant Food,1,340,340,0,0.0,340.0
ITEM00035326,ORD012519,P0250,Head & Shoulders 650ml,Personal Care,1,485,485,0,0.0,485.0
ITEM00035327,ORD012519,P0002,Amul Taaza Toned Milk 1L,"Dairy, Bread & Eggs",1,56,56,10,5.6,50.4
ITEM00035328,ORD012519,P0097,Haldirams Aloo Bhujia 200g,Snacks & Munchies,1,50,50,0,0.0,50.0
ITEM00035329,ORD012519,P0118,Maggi Masala Noodles 280g (4pack),Breakfast & Instant Food,1,52,52,5,2.6,49.4
ITEM00035330,ORD012520,P0204,Tata Tea Gold 1kg,"Tea, Coffee & Health Drinks",1,490,490,5,24.5,465.5
ITEM00035331,ORD012520,P0001,Amul Taaza Toned Milk 500ml,"Dairy, Bread & Eggs",1,28,28,0,0.0,28.0
ITEM00035332,ORD012520,P0125,Maggi Hot Heads 73g,Breakfast & Instant Food,1,25,25,0,0.0,25.0
ITEM00035333,ORD012521,P0260,Nivea Body Lotion 400ml,Personal Care,1,295,295,0,0.0,295.0
ITEM00035334,ORD012521,P0251,Sunsilk Shampoo 650ml,Personal Care,1,295,295,0,0.0,295.0
ITEM00035335,ORD012521,P0261,Vaseline Petroleum Jelly 100ml,Personal Care,2,105,210,0,0.0,210.0
ITEM00035336,ORD012521,P0098,Haldirams Moong Dal 200g,Snacks & Munchies,1,55,55,0,0.0,55.0
ITEM00035337,ORD012522,P0261,Vaseline Petroleum Jelly 100ml,Personal Care,1,105,105,0,0.0,105.0
ITEM00035338,ORD012523,P0004,Amul Gold Full Cream Milk 1L,"Dairy, Bread & Eggs",1,64,64,0,0.0,64.0
ITEM00035339,ORD012524,P0067,Mountain Dew 750ml,Cold Drinks & Juices,3,40,120,0,0.0,120.0
ITEM00035340,ORD012524,P0144,Fortune Chakki Fresh Atta 5kg,"Atta, Rice & Dal",2,235,470,5,23.5,446.5
ITEM00035341,ORD012524,P0094,Bingo Mad Angles 72g,Snacks & Munchies,1,20,20,0,0.0,20.0
ITEM00035342,ORD012524,P0219,Green Tea 100 Bags,"Tea, Coffee & Health Drinks",1,350,350,0,0.0,350.0
ITEM00035343,ORD012525,P0024,Amul Lassi 200ml,"Dairy, Bread & Eggs",2,25,50,0,0.0,50.0
ITEM00035344,ORD012526,P0138,Bambino Vermicelli 175g,Breakfast & Instant Food,1,25,25,0,0.0,25.0
ITEM00035345,ORD012527,P0141,McCain Veggie Fingers 360g,Breakfast & Instant Food,2,180,360,0,0.0,360.0
ITEM00035346,ORD012527,P0060,Coca Cola 750ml,Cold Drinks & Juices,1,40,40,0,0.0,40.0
ITEM00035347,ORD012527,P0021,Farm Fresh Brown Eggs 6 pcs,"Dairy, Bread & Eggs",1,60,60,10,6.0,54.0
ITEM00035348,ORD012527,P0026,Britannia Bread Large,"Dairy, Bread & Eggs",1,40,40,0,0.0,40.0
ITEM00035349,ORD012527,P0210,Bru Instant Coffee 50g,"Tea, Coffee & Health Drinks",1,175,175,10,17.5,157.5
ITEM00035350,ORD012528,P0263,Fair & Lovely 80g,Personal Care,1,175,175,0,0.0,175.0
ITEM00035351,ORD012528,P0021,Farm Fresh Brown Eggs 6 pcs,"Dairy, Bread & Eggs",1,60,60,0,0.0,60.0
ITEM00035352,ORD012529,P0122,Sunfeast Yippee 420g,Breakfast & Instant Food,1,60,60,0,0.0,60.0
ITEM00035353,ORD012529,P0068,Thums Up 2.25L,Cold Drinks & Juices,3,95,285,0,0.0,285.0
ITEM00035354,ORD012529,P0113,Munch Chocolate 30g,Snacks & Munchies,1,20,20,0,0.0,20.0
ITEM00035355,ORD012530,P0098,Haldirams Moong Dal 200g,Snacks & Munchies,1,55,55,0,0.0,55.0
ITEM00035356,ORD012530,P0068,Thums Up 2.25L,Cold Drinks & Juices,1,95,95,0,0.0,95.0
ITEM00035357,ORD012531,P0127,MTR Idli Mix 500g,Breakfast & Instant Food,2,75,150,10,15.0,135.0
ITEM00035358,ORD012531,P0064,Sprite 750ml,Cold Drinks & Juices,2,40,80,0,0.0,80.0
ITEM00035359,ORD012531,P0218,Proteinex Powder 250g,"Tea, Coffee & Health Drinks",1,285,285,0,0.0,285.0
ITEM00035360,ORD012532,P0286,Cerelac Wheat 300g,Baby Care,2,185,370,0,0.0,370.0
ITEM00035361,ORD012532,P0274,Stayfree Secure XL 20 Pads,Personal Care,1,195,195,0,0.0,195.0
ITEM00035362,ORD012532,P0207,Brooke Bond Taj Mahal 1kg,"Tea, Coffee & Health Drinks",2,520,1040,0,0.0,1040.0
ITEM00035363,ORD012532,P0139,Haldiram Moong Dal 200g,Breakfast & Instant Food,1,55,55,0,0.0,55.0
ITEM00035364,ORD012533,P0101,Parle G Biscuits 376g,Snacks & Munchies,1,40,40,0,0.0,40.0
ITEM00035365,ORD012533,P0006,Nandini Milk 500ml,"Dairy, Bread & Eggs",1,26,26,10,2.6,23.4
ITEM00035366,ORD012534,P0102,Britannia Good Day Butter 600g,Snacks & Munchies,1,80,80,0,0.0,80.0
ITEM00035367,ORD012535,P0148,Daawat Basmati Rice 1kg,"Atta, Rice & Dal",2,180,360,0,0.0,360.0
ITEM00035368,ORD012535,P0236,Mortein Insect Spray 425ml,Cleaning & Household,1,225,225,0,0.0,225.0
ITEM00035369,ORD012536,P0005,Heritage Fresh Milk 500ml,"Dairy, Bread & Eggs",1,30,30,0,0.0,30.0
ITEM00035370,ORD012536,P0128,MTR Dosa Mix 500g,Breakfast & Instant Food,1,75,75,0,0.0,75.0
ITEM00035371,ORD012536,P0227,Colin Glass Cleaner 500ml,Cleaning & Household,1,155,155,0,0.0,155.0
ITEM00035372,ORD012537,P0010,Nestle Dahi 400g,"Dairy, Bread & Eggs",1,35,35,0,0.0,35.0
ITEM00035373,ORD012537,P0024,Amul Lassi 200ml,"Dairy, Bread & Eggs",1,25,25,0,0.0,25.0
ITEM00035374,ORD012538,P0125,Maggi Hot Heads 73g,Breakfast & Instant Food,1,25,25,0,0.0,25.0
ITEM00035375,ORD012538,P0242,Dettol Soap 125g (4 pack),Personal Care,1,145,145,0,0.0,145.0
ITEM00035376,ORD012538,P0099,Haldirams Sev Bhujia 400g,Snacks & Munchies,1,95,95,0,0.0,95.0
ITEM00035377,ORD012538,P0083,Maaza Mango Drink 1.2L,Cold Drinks & Juices,2,60,120,0,0.0,120.0
ITEM00035378,ORD012538,P0132,Saffola Masala Oats 400g,Breakfast & Instant Food,1,145,145,0,0.0,145.0
ITEM00035379,ORD012539,P0028,Harvest Gold Bread,"Dairy, Bread & Eggs",1,42,42,5,2.1,39.9
ITEM00035380,ORD012540,P0123,Knorr Chicken Soup 40g,Breakfast & Instant Food,1,35,35,0,0.0,35.0
ITEM00035381,ORD012540,P0122,Sunfeast Yippee 420g,Breakfast & Instant Food,1,60,60,0,0.0,60.0
ITEM00035382,ORD012540,P0238,Scotch Brite Scrub Pad 3pc,Cleaning & Household,1,75,75,10,7.5,67.5
ITEM00035383,ORD012540,P0089,Lays Classic Salted 50g,Snacks & Munchies,1,20,20,0,0.0,20.0
ITEM00035384,ORD012540,P0047,Radish White 500g,Fruits & Vegetables,1,30,30,0,0.0,30.0
ITEM00035385,ORD012540,P0166,Poha Thick 500g,"Atta, Rice & Dal",1,45,45,0,0.0,45.0
ITEM00035386,ORD012541,P0219,Green Tea 100 Bags,"Tea, Coffee & Health Drinks",1,350,350,5,17.5,332.5
ITEM00035387,ORD012541,P0102,Britannia Good Day Butter 600g,Snacks & Munchies,2,80,160,0,0.0,160.0
ITEM00035388,ORD012541,P0055,Watermelon 1pc (3-4kg),Fruits & Vegetables,1,80,80,0,0.0,80.0
ITEM00035389,ORD012541,P0172,Everest Red Chilli Powder 200g,"Masala, Oil & More",1,105,105,0,0.0,105.0
ITEM00035390,ORD012541,P0001,Amul Taaza Toned Milk 500ml,"Dairy, Bread & Eggs",2,28,56,0,0.0,56.0
ITEM00035391,ORD012541,P0140,McCain French Fries 420g,Breakfast & Instant Food,1,145,145,0,0.0,145.0
ITEM00035392,ORD012542,P0158,Kabuli Chana 500g,"Atta, Rice & Dal",2,95,190,0,0.0,190.0
ITEM00035393,ORD012542,P0004,Amul Gold Full Cream Milk 1L,"Dairy, Bread & Eggs",3,64,192,0,0.0,192.0
ITEM00035394,ORD012542,P0096,Pringles Original 107g,Snacks & Munchies,1,130,130,0,0.0,130.0
ITEM00035395,ORD012542,P0010,Nestle Dahi 400g,"Dairy, Bread & Eggs",1,35,35,0,0.0,35.0
ITEM00035396,ORD012542,P0209,Nescafe Classic 50g,"Tea, Coffee & Health Drinks",1,215,215,0,0.0,215.0
ITEM00035397,ORD012542,P0023,Amul Kool Milk Drink 200ml,"Dairy, Bread & Eggs",1,20,20,0,0.0,20.0
ITEM00035398,ORD012543,P0087,Tang Instant Drink 750g,Cold Drinks & Juices,2,320,640,5,32.0,608.0
ITEM00035399,ORD012543,P0038,Lemon 250g (4-5pcs),Fruits & Vegetables,1,25,25,0,0.0,25.0
ITEM00035400,ORD012544,P0174,Catch Cumin Powder 100g,"Masala, Oil & More",1,70,70,0,0.0,70.0
ITEM00035401,ORD012544,P0085,Paper Boat Jaljeera 250ml,Cold Drinks & Juices,1,40,40,0,0.0,40.0
ITEM00035402,ORD012544,P0242,Dettol Soap 125g (4 pack),Personal Care,1,145,145,0,0.0,145.0
ITEM00035403,ORD012544,P0099,Haldirams Sev Bhujia 400g,Snacks & Munchies,1,95,95,0,0.0,95.0
ITEM00035404,ORD012544,P0243,Lifebuoy Soap 125g (4 pack),Personal Care,1,115,115,0,0.0,115.0
ITEM00035405,ORD012544,P0202,Del Monte Pasta Sauce 400g,Sauces & Spreads,1,145,145,0,0.0,145.0
ITEM00035406,ORD012545,P0117,Maggi Masala Noodles 70g,Breakfast & Instant Food,1,14,14,0,0.0,14.0
ITEM00035407,ORD012545,P0004,Amul Gold Full Cream Milk 1L,"Dairy, Bread & Eggs",2,64,128,0,0.0,128.0
ITEM00035408,ORD012545,P0024,Amul Lassi 200ml,"Dairy, Bread & Eggs",1,25,25,0,0.0,25.0
ITEM00035409,ORD012545,P0171,Everest Turmeric Powder 200g,"Masala, Oil & More",1,95,95,0,0.0,95.0
ITEM00035410,ORD012546,P0224,Lizol Floor Cleaner 975ml,Cleaning & Household,1,185,185,0,0.0,185.0
ITEM00035411,ORD012546,P0269,Band Aid 10pc,Personal Care,1,55,55,0,0.0,55.0
ITEM00035412,ORD012546,P0037,Curry Leaves 100g,Fruits & Vegetables,1,20,20,0,0.0,20.0
ITEM00035413,ORD012546,P0144,Fortune Chakki Fresh Atta 5kg,"Atta, Rice & Dal",1,235,235,5,11.75,223.25
ITEM00035414,ORD012546,P0012,Amul Salted Butter 500g,"Dairy, Bread & Eggs",2,270,540,0,0.0,540.0
ITEM00035415,ORD012546,P0260,Nivea Body Lotion 400ml,Personal Care,1,295,295,0,0.0,295.0
ITEM00035416,ORD012547,P0024,Amul Lassi 200ml,"Dairy, Bread & Eggs",1,25,25,0,0.0,25.0
ITEM00035417,ORD012548,P0152,Tata Sampann Toor Dal 1kg,"Atta, Rice & Dal",1,160,160,0,0.0,160.0
ITEM00035418,ORD012548,P0250,Head & Shoulders 650ml,Personal Care,1,485,485,0,0.0,485.0
ITEM00035419,ORD012549,P0204,Tata Tea Gold 1kg,"Tea, Coffee & Health Drinks",1,490,490,0,0.0,490.0
ITEM00035420,ORD012549,P0070,Bisleri Water 2L,Cold Drinks & Juices,1,35,35,0,0.0,35.0
ITEM00035421,ORD012550,P0177,Maggi Magic Cubes 40g,"Masala, Oil & More",1,20,20,0,0.0,20.0
ITEM00035422,ORD012550,P0171,Everest Turmeric Powder 200g,"Masala, Oil & More",1,95,95,5,4.75,90.25
ITEM00035423,ORD012550,P0081,Frooti Mango Drink 160ml,Cold Drinks & Juices,1,10,10,0,0.0,10.0
ITEM00035424,ORD012550,P0223,Pril Dishwash Liquid 750ml,Cleaning & Household,1,105,105,5,5.25,99.75
ITEM00035425,ORD012550,P0148,Daawat Basmati Rice 1kg,"Atta, Rice & Dal",1,180,180,0,0.0,180.0
ITEM00035426,ORD012551,P0003,Amul Gold Full Cream Milk 500ml,"Dairy, Bread & Eggs",1,32,32,0,0.0,32.0
ITEM00035427,ORD012551,P0126,Pasta Treat Penne 500g,Breakfast & Instant Food,1,85,85,0,0.0,85.0
ITEM00035428,ORD012551,P0111,5 Star Chocolate 40g,Snacks & Munchies,1,25,25,0,0.0,25.0
ITEM00035429,ORD012551,P0217,Milo 400g,"Tea, Coffee & Health Drinks",1,245,245,0,0.0,245.0
ITEM00035430,ORD012551,P0237,Hit Cockroach Killer 625ml,Cleaning & Household,1,245,245,0,0.0,245.0
ITEM00035431,ORD012551,P0083,Maaza Mango Drink 1.2L,Cold Drinks & Juices,1,60,60,0,0.0,60.0
ITEM00035432,ORD012551,P0168,MDH Deggi Mirch 100g,"Masala, Oil & More",1,85,85,0,0.0,85.0
ITEM00035433,ORD012552,P0144,Fortune Chakki Fresh Atta 5kg,"Atta, Rice & Dal",1,235,235,0,0.0,235.0
ITEM00035434,ORD012552,P0270,Vicks VapoRub 50ml,Personal Care,1,145,145,0,0.0,145.0
ITEM00035435,ORD012552,P0027,Modern Bread Sandwich,"Dairy, Bread & Eggs",1,45,45,0,0.0,45.0
ITEM00035436,ORD012553,P0049,Bitter Gourd 500g,Fruits & Vegetables,1,45,45,0,0.0,45.0
ITEM00035437,ORD012553,P0273,Whisper Ultra XL 15 Pads,Personal Care,2,185,370,5,18.5,351.5
ITEM00035438,ORD012553,P0069,Bisleri Water 1L,Cold Drinks & Juices,1,20,20,5,1.0,19.0
ITEM00035439,ORD012554,P0266,Johnson Baby Powder 400g,Personal Care,1,285,285,0,0.0,285.0
ITEM00035440,ORD012554,P0146,India Gate Basmati Rice 1kg,"Atta, Rice & Dal",1,190,190,0,0.0,190.0
ITEM00035441,ORD012554,P0088,Nestle Iced Tea Lemon 500ml,Cold Drinks & Juices,1,40,40,0,0.0,40.0
ITEM00035442,ORD012555,P0212,Bru Gold 100g,"Tea, Coffee & Health Drinks",1,345,345,0,0.0,345.0
ITEM00035443,ORD012555,P0262,Ponds Face Cream 100ml,Personal Care,1,235,235,10,23.5,211.5
ITEM00035444,ORD012556,P0212,Bru Gold 100g,"Tea, Coffee & Health Drinks",1,345,345,0,0.0,345.0
ITEM00035445,ORD012556,P0254,Pepsodent 200g,Personal Care,1,85,85,0,0.0,85.0
ITEM00035446,ORD012557,P0105,Oreo Original 300g,Snacks & Munchies,2,40,80,0,0.0,80.0
ITEM00035447,ORD012557,P0054,Sweet Lime 500g,Fruits & Vegetables,1,45,45,0,0.0,45.0
ITEM00035448,ORD012558,P0135,Kelloggs Chocos 375g,Breakfast & Instant Food,1,185,185,0,0.0,185.0
ITEM00035449,ORD012558,P0134,Kelloggs Corn Flakes 875g,Breakfast & Instant Food,1,340,340,0,0.0,340.0
ITEM00035450,ORD012558,P0241,Origami Tissues 100 Pulls,Cleaning & Household,1,45,45,5,2.25,42.75
ITEM00035451,ORD012559,P0144,Fortune Chakki Fresh Atta 5kg,"Atta, Rice & Dal",1,235,235,0,0.0,235.0
ITEM00035452,ORD012559,P0074,Sting Energy Drink 250ml,Cold Drinks & Juices,2,20,40,0,0.0,40.0
ITEM00035453,ORD012559,P0220,Lipton Green Tea 25 Bags,"Tea, Coffee & Health Drinks",1,125,125,0,0.0,125.0
ITEM00035454,ORD012559,P0128,MTR Dosa Mix 500g,Breakfast & Instant Food,1,75,75,5,3.75,71.25
ITEM00035455,ORD012559,P0067,Mountain Dew 750ml,Cold Drinks & Juices,2,40,80,0,0.0,80.0
ITEM00035456,ORD012560,P0188,Saffola Gold Oil 1L,"Masala, Oil & More",1,250,250,10,25.0,225.0
ITEM00035457,ORD012560,P0094,Bingo Mad Angles 72g,Snacks & Munchies,1,20,20,0,0.0,20.0
